School_Name,School_Grade,Overall_ACH_Grade,Read_Ach_Grade,Math_Ach_Grade,Write_Ach_Grade,Sci_Ach_Grade,Overall_Weighted_Growth_Grade,Read_Growth_Grade,Math_Growth_Grade,Write_Growth_Grade,Enrol_TOT,PCT_AmInd,PCT_Asian,PCT_Black,PCT_hisp,PCT_White,PCT_PI,PCT_2ormore,PCT_FREE_MEAL,PCT_Single_Family,PCT_More_than_INCOME_60000,EDU_Population35to44years_Bachelorsdegreeorhigher,EDU_Population45to64years_Bachelorsdegreeorhigher,City,Zipcode,Address
'ARCHULETA ELEMENTARY SCHOOL',6,5,3,5,5,5,7,6,7,6,610,0.003279,0.018033,0.134426,0.734426,0.070492,0.008197,0.031148,0.8885,0.366887,0.336019,0.113,0.159,DENVER,80239,16000 MAXWELL PLACE
'ASBURY ELEMENTARY SCHOOL',9,6,6,7,7,6,9,9,9,6,313,0.00639,0.028754,0.079872,0.29393,0.523962,0.003195,0.063898,0.4792,0.226493,0.700401,0.704,0.648,DENVER,80210,1320 EAST ASBURY AVENUE
'ASHLEY ELEMENTARY SCHOOL',3,1,1,1,1,1,5,6,6,3,354,0.00565,0.002825,0.180791,0.728814,0.059322,0,0.022599,0.9624,0.306648,0.660047,0.637,0.601,DENVER,80220,1914 SYRACUSE STREET
'BARNUM ELEMENTARY SCHOOL',6,3,2,3,4,1,7,9,5,9,489,0.00409,0.00818,0.010225,0.932515,0.0409,0,0.00409,0.9387,0.397311,0.283844,0.087,0.111,DENVER,80219,85 HOOKER STREET
'BARRETT ELEMENTARY SCHOOL',5,1,1,1,1,1,6,7,7,5,222,0.009009,0.013514,0.40991,0.504505,0.063063,0,0,0.9471,0.534853,0.403518,0.487,0.249,DENVER,80205,2900 RICHARD ALLEN COURT
'BRADLEY ELEMENTARY SCHOOL',12,7,7,6,7,7,13,13,12,12,521,0.001919,0.024952,0.126679,0.291747,0.497121,0,0.057582,0.5088,0.282386,0.491655,0.502,0.396,DENVER,80222,3051 SOUTH ELM STREET
'BROMWELL ELEMENTARY SCHOOL',12,12,12,13,12,12,9,13,9,6,319,0.003135,0.028213,0.021944,0.125392,0.780564,0,0.040752,0.0909,0.237049,0.759071,0.754,0.667,DENVER,80206,2500 EAST 4TH AVENUE
'BROWN ELEMENTARY SCHOOL',6,6,6,6,6,6,6,6,7,7,494,0.02834,0.048583,0.010121,0.451417,0.423077,0,0.038462,0.5077,0.412602,0.535813,0.522,0.352,DENVER,80211,2550 LOWELL BLVD
'BRUCE RANDOLPH SCHOOL',3,1,1,1,1,1,5,6,5,4,886,0.003386,0.002257,0.085779,0.87246,0.025959,0,0.010158,0.9763,0.534853,0.403518,0.487,0.249,DENVER,80205,3955 STEELE STREET
'BRUCE RANDOLPH SCHOOL',6,1,1,2,1,1,8,9,9,9,886,0.003386,0.002257,0.085779,0.87246,0.025959,0,0.010158,0.9763,0.534853,0.403518,0.487,0.249,DENVER,80205,3955 STEELE STREET
'BRYANT WEBSTER K-8 SCHOOL',6,4,3,5,5,3,8,7,13,7,441,0.00907,0.002268,0.002268,0.954649,0.029478,0,0.002268,0.9567,0.412602,0.535813,0.522,0.352,DENVER,80211,3635 QUIVAS ST
'BRYANT WEBSTER K-8 SCHOOL',6,5,5,5,5,5,9,9,6,9,441,0.00907,0.002268,0.002268,0.954649,0.029478,0,0.002268,0.9567,0.412602,0.535813,0.522,0.352,DENVER,80211,3635 QUIVAS ST
'CARSON ELEMENTARY SCHOOL',10,12,10,12,11,11,9,9,9,5,406,0,0.03202,0.054187,0.135468,0.682266,0,0.096059,0.1606,0.306648,0.660047,0.637,0.601,DENVER,80220,5420 EAST 1ST AVENUE
'CASTRO ELEMENTARY SCHOOL',3,1,1,1,1,3,7,7,6,7,689,0.008708,0.033382,0.020319,0.908563,0.023222,0.002903,0.002903,0.9711,0.397311,0.283844,0.087,0.111,DENVER,80219,845 SOUTH LOWELL BOULEVARD
'CENTENNIAL K-8 SCHOOL',1,3,3,4,5,3,1,1,3,1,530,0.016981,0.020755,0.030189,0.732075,0.186792,0.001887,0.011321,0.8092,0.3257,0.631878,0.64,0.371,DENVER,80212,4665 RALEIGH STREET
'CENTENNIAL K-8 SCHOOL',5,3,4,3,3,4,6,6,6,6,530,0.016981,0.020755,0.030189,0.732075,0.186792,0.001887,0.011321,0.8092,0.3257,0.631878,0.64,0.371,DENVER,80212,4665 RALEIGH STREET
'CESAR CHAVEZ ACADEMY DENVER',5,5,5,6,6,1,6,6,3,6,438,0.009132,0.004566,0.009132,0.878995,0.091324,0,0.006849,0.8311,0.3257,0.631878,0.64,0.371,DENVER,80212,3752 TENNYSON STREET
'CESAR CHAVEZ ACADEMY DENVER',6,3,3,3,3,5,6,9,7,6,438,0.009132,0.004566,0.009132,0.878995,0.091324,0,0.006849,0.8311,0.3257,0.631878,0.64,0.371,DENVER,80212,3752 TENNYSON STREET
'CHARLES M. SCHENCK (CMS) COMMUNITY SCHOOL',6,2,1,1,3,1,9,12,6,11,702,0.004274,0.027066,0.009972,0.915954,0.034188,0,0.008547,0.9688,0.397311,0.283844,0.087,0.111,DENVER,80219,1300 SOUTH LOWELL BOULEVARD
'CHELTENHAM ELEMENTARY SCHOOL',5,1,1,1,1,1,6,7,7,9,539,0.009276,0.005566,0.068646,0.836735,0.057514,0,0.022263,0.9811,0.564974,0.288468,0.266,0.19,DENVER,80204,1580 JULIAN STREET
'COLE ARTS AND SCIENCE ACADEMY',3,1,1,1,1,1,5,5,7,4,632,0.017405,0.003165,0.193038,0.693038,0.056962,0.001582,0.03481,0.9606,0.534853,0.403518,0.487,0.249,DENVER,80205,3240 HUMBOLDT STREET
'COLE ARTS AND SCIENCE ACADEMY',6,1,1,2,1,3,12,11,10,10,632,0.017405,0.003165,0.193038,0.693038,0.056962,0.001582,0.03481,0.9606,0.534853,0.403518,0.487,0.249,DENVER,80205,3240 HUMBOLDT STREET
'COLFAX ELEMENTARY SCHOOL',5,3,2,2,4,3,6,7,5,6,420,0.021429,0.007143,0.059524,0.811905,0.07619,0,0.02381,0.9822,0.564974,0.288468,0.266,0.19,DENVER,80204,1526 TENNYSON STREET
'COLLEGE VIEW ELEMENTARY SCHOOL',3,2,2,1,1,2,5,6,5,6,465,0.04086,0.113978,0.03871,0.746237,0.047312,0.006452,0.006452,0.9602,0.397311,0.283844,0.087,0.111,DENVER,80219,2675 SOUTH DECATUR STREET
'COLUMBIAN ELEMENTARY SCHOOL',6,3,3,1,3,3,6,10,6,4,308,0.016234,0.003247,0.012987,0.918831,0.048701,0,0,0.9389,0.412602,0.535813,0.522,0.352,PUEBLO,81004,1202 BRAGDON AVENUE
'COLUMBINE ELEMENTARY SCHOOL',3,2,2,1,3,1,5,3,6,6,359,0.002786,0.005571,0.005571,0.874652,0.111421,0,0,0.9266,0.354485,0.433758,0.334,0.283,WOODLAND PARK,80866,175 KELLEYS ROAD
'CORY ELEMENTARY SCHOOL',13,12,12,12,12,10,12,10,12,12,364,0,0.021978,0.021978,0.137363,0.793956,0.002747,0.021978,0.0852,0.226493,0.700401,0.704,0.648,DENVER,80210,1550 SOUTH STEELE STREET
'COWELL ELEMENTARY SCHOOL',6,2,1,1,3,1,7,9,6,8,519,0.025048,0.007707,0.038536,0.894027,0.026975,0,0.007707,0.9806,0.564974,0.288468,0.266,0.19,DENVER,80204,4540 WEST 10TH AVENUE
'DCIS AT MONTBELLO',5,3,3,4,1,6.718607,7,5,10,6,230,0.008696,0.026087,0.2,0.695652,0.026087,0.004348,0.03913,0.8826,0.366887,0.336019,0.113,0.159,DENVER,80239,5000 CROWN BLVD
'DENISON MONTESSORI SCHOOL',7,6,6,4,6,6,9,12,6,12,470,0.004255,0.046809,0.010638,0.693617,0.22766,0,0.017021,0.6302,0.397311,0.283844,0.087,0.111,DENVER,80219,1821 SOUTH YATES STREET
'DENVER CENTER FOR INTERNATIONAL STUDIES',7,9,8,8,9,9,6,6,5,9,695,0.028777,0.071942,0.071942,0.461871,0.332374,0,0.033094,0.4245,0.564974,0.288468,0.266,0.19,DENVER,80204,574 WEST 6TH AVE
'DENVER CENTER FOR INTERNATIONAL STUDIES',9,7,8,6,7,5,9,9,6,9,695,0.028777,0.071942,0.071942,0.461871,0.332374,0,0.033094,0.4245,0.564974,0.288468,0.266,0.19,DENVER,80204,574 WEST 6TH AVE
'DENVER GREEN SCHOOL',3,6,6,6,6,6.718607,6,4,6,3,339,0.0059,0.047198,0.215339,0.289086,0.39528,0.00295,0.044248,0.5831,0.321125,0.485595,0.494,0.536,DENVER,80224,6700 EAST VIRGINIA AVENUE
'DENVER GREEN SCHOOL',9,6,6,5,5,6.718607,12,12,8,12,339,0.0059,0.047198,0.215339,0.289086,0.39528,0.00295,0.044248,0.5831,0.321125,0.485595,0.494,0.536,DENVER,80224,6700 EAST VIRGINIA AVENUE
'DENVER SCHOOL OF THE ARTS',6,11,12,9,12,11,5,6,3,6,1051,0.001903,0.047574,0.078972,0.154139,0.643197,0.000951,0.073264,0.1446,0.306648,0.660047,0.637,0.601,DENVER,80220,7111 MONTVIEW BLVD
'DENVER SCHOOL OF THE ARTS',12,12,12,10,12,12,9,9,8,9,1051,0.001903,0.047574,0.078972,0.154139,0.643197,0.000951,0.073264,0.1446,0.306648,0.660047,0.637,0.601,DENVER,80220,7111 MONTVIEW BLVD
'DOULL ELEMENTARY SCHOOL',7,3,2,3,3,1,12,10,8,12,522,0.005747,0.021073,0.01341,0.885057,0.059387,0,0.015326,0.9544,0.397311,0.283844,0.087,0.111,DENVER,80219,2520 SOUTH UTICA STREET
'DSST: COLE',10,6,6,8,6,6.718607,12,12,13,12,140,0.007143,0.042857,0.207143,0.55,0.164286,0,0.028571,0.7357,0.534853,0.403518,0.487,0.249,DENVER,80205,3240 HUMBOLT STREET
'DSST: GREEN VALLEY RANCH',12,7,6,8,6,6.718607,12,12,13,11,524.635307,0.008429,0.025491,0.038747,0.31313,0.584178,0.001912,0.028113,0.444057,0.288495,0.548542,0.25,0.276,DENVER,80249,4800 TELLURIDE STREET #4
'DSST: STAPLETON',12,10,9,11,10,12,12,12,12,13,524.635307,0.008429,0.025491,0.038747,0.31313,0.584178,0.001912,0.028113,0.444057,0.309685,0.633075,0.172,0.378,DENVER,80235,2000 VALENCIA STREET
'DSST: STAPLETON',13,12,12,13,9,12,12,11,13,9,524.635307,0.008429,0.025491,0.038747,0.31313,0.584178,0.001912,0.028113,0.444057,0.309685,0.633075,0.172,0.378,DENVER,80235,2000 VALENCIA STREET
'EAGLETON ELEMENTARY SCHOOL',6,3,1,3,3,2,9,5,9,12,384,0.010417,0,0.010417,0.924479,0.049479,0,0.005208,0.9492,0.564974,0.288468,0.266,0.19,DENVER,80204,880 HOOKER STREET
'EAST HIGH SCHOOL',6,9,8,9,9,9,7,7,6,7,2313,0.006917,0.023346,0.263727,0.217034,0.436662,0.001729,0.050584,0.3545,0.237049,0.759071,0.754,0.667,PUEBLO,81001,9 MAC NEIL ROAD
'EDISON ELEMENTARY SCHOOL',6,6,6,6,7,9,7,7,6,7,527,0.005693,0.011385,0.017078,0.383302,0.533207,0.005693,0.043643,0.4075,0.3257,0.631878,0.64,0.371,YODER,80864,14550 EDISON ROAD
'ELLIS ELEMENTARY SCHOOL',6,5,3,5,5,6,7,9,3,8,619,0.003231,0.053312,0.12601,0.531502,0.252019,0.001616,0.03231,0.9047,0.282386,0.491655,0.502,0.396,DENVER,80222,1651 SOUTH DAHLIA STREET
'ESCUELA TLATELOLCO SCHOOL',1,1,1,1,1,1,1,2,1,3,127,0,0.007874,0,0.952756,0.031496,0,0.007874,0.7323,0.412602,0.535813,0.522,0.352,DENVER,80211,2949 NORTH FEDERAL BOULEVARD
'ESCUELA TLATELOLCO SCHOOL',1,1,1,1,1,1,6,6,6,6,127,0,0.007874,0,0.952756,0.031496,0,0.007874,0.7323,0.412602,0.535813,0.522,0.352,DENVER,80211,2949 NORTH FEDERAL BOULEVARD
'FAIRMONT K-8 SCHOOL',3,1,1,1,1,1,6,5,6,6,384,0.007813,0.002604,0.013021,0.885417,0.083333,0,0.007813,0.9821,0.409188,0.322414,0.224,0.178,DENVER,80223,520 WEST 3RD AVENUE
'FAIRMONT K-8 SCHOOL',6,1,1,3,2,1,9,6,7,12,384,0.007813,0.002604,0.013021,0.885417,0.083333,0,0.007813,0.9821,0.409188,0.322414,0.224,0.178,DENVER,80223,520 WEST 3RD AVENUE
'FAIRVIEW ELEMENTARY SCHOOL',6,1,1,1,1,6,9,10,9,11,366,0.005464,0.043716,0.002732,0.838798,0.101093,0,0.008197,0.884,0.378916,0.403135,0.106,0.107,DENVER,80204,2715 WEST 11TH AVENUE
'FORCE ELEMENTARY SCHOOL',6,3,3,2,4,3,9,8,12,12,557,0.007181,0.008977,0.014363,0.904847,0.061041,0,0.003591,0.9612,0.397311,0.283844,0.087,0.111,DENVER,80219,1550 SOUTH WOLFF STREET
'FRED N THOMAS CAREER EDUCATION CENTER',9,7,9,6,6,6,9,10,6,9,387,0.005168,0.02584,0.02584,0.870801,0.067183,0,0.005168,0.8863,0.412602,0.535813,0.522,0.352,DENVER,80211,2650 ELIOT STREET
'GARDEN PLACE ELEMENTARY SCHOOL',6,1,1,3,1,1,9,6,12,9,390,0.015385,0,0.017949,0.920513,0.041026,0,0.005128,0.9793,0.373727,0.211454,0.078,0.084,DENVER,80216,4425 LINCOLN STREET
'GEORGE WASHINGTON HIGH SCHOOL',5,5,5,7,5,6,6,7,5,9,1510,0.004636,0.043046,0.362252,0.288079,0.247682,0.002649,0.051656,0.5444,0.321125,0.485595,0.494,0.536,DENVER,80224,655 SOUTH MONACO PKWY
'GILPIN ELEMENTARY SCHOOL',2,1,1,1,1,1,5,6,5,6,280,0.007143,0.007143,0.25,0.478571,0.207143,0,0.05,0.8398,0.534853,0.403518,0.487,0.249,DENVER,80205,2949 CALIFORNIA STREET
'GIRLS ATHLETIC LEADERSHIP SCHOOL',9,6,6,6,6,6,9,10,6,11,176,0.011364,0.028409,0.136364,0.363636,0.409091,0,0.051136,0.5114,0.190007,0.818793,0.783,0.661,DENVER,80209,200 SOUTH UNIVERSITY BLVD
'GODSMAN ELEMENTARY SCHOOL',6,2,2,1,2,3,9,9,8,9,486,0,0.022634,0.004115,0.919753,0.041152,0.004115,0.00823,0.9692,0.409188,0.322414,0.224,0.178,DENVER,80223,2120 WEST ARKANSAS AVENUE
'GOLDRICK ELEMENTARY SCHOOL',6,3,3,4,3,5,7,6,9,6,628,0,0.046178,0.02707,0.883758,0.038217,0,0.004777,0.9615,0.409188,0.322414,0.224,0.178,DENVER,80223,1050 SOUTH ZUNI STREET
'GRANT MIDDLE SCHOOL',5,3,2,5,2,5,7,6,9,6,413,0.004843,0.024213,0.041162,0.731235,0.184019,0,0.014528,0.8499,0.226493,0.700401,0.704,0.648,DENVER,80210,1751 SOUTH WASHINGTON STREET
'GRANT RANCH K-8 SCHOOL',7,6,6,6,6,5,8,9,6,6,799,0.006258,0.0801,0.025031,0.480601,0.370463,0.003755,0.033792,0.5373,0.171098,0.747126,0.487,0.473,DENVER,80123,5400 SOUTH JAY CIRCLE
'GRANT RANCH K-8 SCHOOL',9,6,6,7,6,6,9,9,8,8,799,0.006258,0.0801,0.025031,0.480601,0.370463,0.003755,0.033792,0.5373,0.171098,0.747126,0.487,0.473,DENVER,80123,5400 SOUTH JAY CIRCLE
'GREEN VALLEY ELEMENTARY SCHOOL',10,5,5,6,5,5,12,12,13,11,619,0.006462,0.048465,0.331179,0.484653,0.084006,0.011309,0.033926,0.8073,0.288495,0.548542,0.25,0.276,DENVER,80249,4100 JERICHO
'GREENLEE ELEMENTARY SCHOOL',3,1,2,1,1,1,6,3,5,3,461,0.010846,0.021692,0.299349,0.590022,0.065076,0.002169,0.010846,0.9504,0.564974,0.288468,0.266,0.19,DENVER,80204,1150 LIPAN STREET
'GREENWOOD ECE-8',5,3,2,3,3,2,8,6,9,7,637,0.00157,0.026688,0.1146,0.828885,0.015699,0,0.012559,0.9419,0.366887,0.336019,0.113,0.159,DENVER,80239,5130 DURHAM COURT
'GREENWOOD ECE-8',7,6,5,6,6,5,9,9,10,9,637,0.00157,0.026688,0.1146,0.828885,0.015699,0,0.012559,0.9419,0.366887,0.336019,0.113,0.159,DENVER,80239,5130 DURHAM COURT
'GUST ELEMENTARY SCHOOL',7,6,5,6,5,5,10,8,12,6,643,0.006221,0.055988,0.018663,0.825816,0.085537,0,0.007776,0.94,0.397311,0.283844,0.087,0.111,DENVER,80219,3440 WEST YALE AVENUE
'HALLETT FUNDAMENTAL ACADEMY',9,5,5,5,5,2,9,9,9,9,360,0.002778,0.002778,0.686111,0.236111,0.036111,0,0.036111,0.9031,0.434398,0.51586,0.575,0.352,DENVER,80207,2950 JASMINE STREET
'HAMILTON MIDDLE SCHOOL',6,7,7,7,8,8,7,9,6,9,921,0.004343,0.036916,0.168295,0.317047,0.415852,0.006515,0.051031,0.4951,0.320959,0.403297,0.415,0.448,DENVER,80231,8600 EAST DARTMOUTH AVENUE
'HARRINGTON ELEMENTARY SCHOOL',6,1,1,1,1,1,7,6,8,8,470,0.006383,0.004255,0.144681,0.782979,0.038298,0,0.023404,0.9668,0.534853,0.403518,0.487,0.249,DENVER,80205,2401 EAST 37TH AVENUE
'HENRY WORLD SCHOOL GRADES 6-8',6,5,3,6,5,6,6,6,6,8,907,0.007718,0.077178,0.023153,0.724366,0.141125,0.011025,0.015436,0.8093,0.315042,0.560951,0.364,0.357,DENVER,80227,3005 SOUTH GOLDEN WAY
'HIGHLINE ACADEMY CHARTER SCHOOL',9,8,9,7,8,6,9,9,6,10,498,0.002008,0.03012,0.269076,0.156627,0.51004,0.002008,0.03012,0.3173,0.320959,0.403297,0.415,0.448,DENVER,80231,7808 CHERRY CREEK SOUTH DRIVE
'HIGHLINE ACADEMY CHARTER SCHOOL',11,9,9,9,11,6,12,12,7,13,498,0.002008,0.03012,0.269076,0.156627,0.51004,0.002008,0.03012,0.3173,0.320959,0.403297,0.415,0.448,DENVER,80231,7808 CHERRY CREEK SOUTH DRIVE
'HILL CAMPUS OF ARTS AND SCIENCES',8,6,5,6,6,6,9,7,9,9,875,0.004571,0.024,0.208,0.315429,0.409143,0.001143,0.037714,0.5337,0.306648,0.660047,0.637,0.601,DENVER,80220,451 CLERMONT STREET
'HOLM ELEMENTARY SCHOOL',6,6,5,6,6,6,7,9,6,7,656,0.010671,0.033537,0.17378,0.564024,0.17378,0.007622,0.036585,0.8391,0.320959,0.403297,0.415,0.448,DENVER,80231,3185 SOUTH WILLOW COURT
'HOWELL K-8 SCHOOL',5,3,3,2,3,1,6,8,5,6,847,0.001181,0.003542,0.145218,0.809917,0.016529,0.001181,0.022432,0.9439,0.366887,0.336019,0.113,0.159,DENVER,80239,14250 EAST ALBROOK DRIVE
'HOWELL K-8 SCHOOL',6,2,1,4,1,3,9,9,9,10,847,0.001181,0.003542,0.145218,0.809917,0.016529,0.001181,0.022432,0.9439,0.366887,0.336019,0.113,0.159,DENVER,80239,14250 EAST ALBROOK DRIVE
'JOHN F KENNEDY HIGH SCHOOL',5,4,4,5,4,3,6,8,6,6,1197,0.012531,0.077694,0.023392,0.690058,0.177945,0.002506,0.015873,0.6892,0.315042,0.560951,0.364,0.357,DENVER,80227,2855 SOUTH LAMAR STREET
'JOHNSON ELEMENTARY SCHOOL',3,1,1,1,1,1,5,6,6,6,449,0.013363,0.03118,0.01559,0.888641,0.042316,0,0.008909,0.9736,0.397311,0.283844,0.087,0.111,MONTROSE,81401,13820 6700 ROAD
'KAISER ELEMENTARY SCHOOL',6,5,5,4,6,5,7,9,8,5,325,0.012308,0.043077,0.018462,0.664615,0.24,0,0.021538,0.8817,0.398075,0.529912,0.232,0.209,DENVER,80236,4500 SOUTH QUITMAN STREET
'KEPNER MIDDLE SCHOOL',4,1,1,3,1,1,6,6,6,6,1176,0.007653,0.016156,0.013605,0.926871,0.028061,0.00085,0.006803,0.977,0.397311,0.283844,0.087,0.111,DENVER,80219,911 SOUTH HAZEL COURT
'KIPP DENVER COLLEGIATE HIGH SCHOOL',7,5,5,6,5,6,11,10,9,12,330,0.015152,0.009091,0.00303,0.936364,0.024242,0,0.012121,0.9394,0.409188,0.322414,0.224,0.178,DENVER,80223,451 SOUTH TEJON STREET
'KIPP MONTBELLO COLLEGE PREP',6,1,1,3,1,3,9,7,13,5,99,0,0.010101,0.252525,0.626263,0.070707,0,0.040404,0.9495,0.366887,0.336019,0.113,0.159,DENVER,80239,5290 KITTERIDGE STREET
'KIPP SUNSHINE PEAK ACADEMY',8,3,1,5,5,5,13,9,12,12,373,0.002681,0.013405,0.005362,0.975871,0,0,0.002681,0.9786,0.409188,0.322414,0.224,0.178,DENVER,80223,375 S TEJON STREET
'KIPP SUNSHINE PEAK ACADEMY',12,6,5,7,6,6,13,12,13,12,373,0.002681,0.013405,0.005362,0.975871,0,0,0.002681,0.9786,0.409188,0.322414,0.224,0.178,DENVER,80223,375 S TEJON STREET
'KNAPP ELEMENTARY SCHOOL',6,3,2,3,3,1,12,9,9,12,666,0.004505,0.003003,0.006006,0.944444,0.039039,0,0.003003,0.9967,0.397311,0.283844,0.087,0.111,DENVER,80219,500 SOUTH UTICA STREET
'KUNSMILLER CREATIVE ARTS ACADEMY',5,4,3,3,5,5,6,6,6,6,758,0.006596,0.032982,0.031662,0.759894,0.153034,0,0.015831,0.81,0.397311,0.283844,0.087,0.111,DENVER,80219,2250 SOUTH QUITMAN WAY
'KUNSMILLER CREATIVE ARTS ACADEMY',5,3,3,3,4,2,6,6,6,9,758,0.006596,0.032982,0.031662,0.759894,0.153034,0,0.015831,0.81,0.397311,0.283844,0.087,0.111,DENVER,80219,2250 SOUTH QUITMAN WAY
'LAKE INTERNATIONAL SCHOOL',4,3,1,3,2,6.718607,6,6,5,6,292,0.013699,0.017123,0.034247,0.869863,0.061644,0.003425,0,0.9658,0.564974,0.288468,0.266,0.19,DENVER,80204,1820 LOWELL BLVD
'LINCOLN ELEMENTARY SCHOOL',12,8,7,7,9,8,12,12,11,12,532,0.00188,0.005639,0.00188,0.332707,0.640977,0,0.016917,0.6372,0.25824,0.422535,0.179,0.2,LOVELAND,80538,3312 NORTH DOUGLAS AVENUE
'LOWRY ELEMENTARY SCHOOL',6,6,6,6,6,6,6,6,6,3,505,0.005941,0.043564,0.192079,0.20198,0.514851,0.00198,0.039604,0.3941,0.329201,0.693909,0.787,0.683,DENVER,80230,8001 EAST CEDAR AVENUE
'MANUAL HIGH SCHOOL',3,1,1,3,1,1,6,5,7,6,359,0,0,0.320334,0.62117,0.030641,0,0.027855,0.9248,0.534853,0.403518,0.487,0.249,DENVER,80205,1700 EAST 28TH AVENUE
'MARRAMA ELEMENTARY SCHOOL',6,5,5,4,6,4,7,5,5,8,548,0,0.04927,0.30292,0.505474,0.091241,0.007299,0.043796,0.836,0.288495,0.548542,0.25,0.276,DENVER,80249,19100 EAST 40TH AVENUE
'MARTIN LUTHER KING JR. EARLY COLLEGE',5,1,1,1,1,1,6,5,6,9,1217,0.001643,0.041085,0.238291,0.651602,0.032046,0.00493,0.030403,0.8718,0.288495,0.548542,0.25,0.276,DENVER,80249,19535 EAST 46TH AVENUE
'MARTIN LUTHER KING JR. EARLY COLLEGE',9,5,5,5,3,4,9,10,9,9,1217,0.001643,0.041085,0.238291,0.651602,0.032046,0.00493,0.030403,0.8718,0.288495,0.548542,0.25,0.276,DENVER,80249,19535 EAST 46TH AVENUE
'MATHEMATICS AND SCIENCE LEADERSHIP ACADEMY',1,3,2,3,2,6.718607,5,6,3,1,254,0.003937,0.003937,0.019685,0.937008,0.035433,0,0,0.9449,0.409188,0.322414,0.224,0.178,DENVER,80223,451 SOUTH TEJON STREET
'MAXWELL ELEMENTARY SCHOOL',5,1,2,1,3,2,7,9,5,6,511,0.005871,0.011742,0.183953,0.745597,0.039139,0,0.013699,0.9397,0.366887,0.336019,0.113,0.159,DENVER,80239,14390 EAST BOLLING DRIVE
'MC KINLEY-THATCHER ELEMENTARY SCHOOL',8,5,5,5,5,6,10,12,9,9,216,0.009259,0.027778,0.074074,0.467593,0.342593,0.00463,0.074074,0.665,0.226493,0.700401,0.704,0.648,DENVER,80210,1230 SOUTH GRANT STREET
'MC MEEN ELEMENTARY SCHOOL',10,6,6,6,6,6,13,13,9,13,609,0.003284,0.037767,0.270936,0.415435,0.233169,0.003284,0.036125,0.8848,0.282386,0.491655,0.502,0.396,DENVER,80222,1000 SOUTH HOLLY STREET
'MCGLONE ELEMENTARY SCHOOL',7,1,1,1,1,3,12,12,13,10,524.635307,0.008429,0.025491,0.038747,0.31313,0.584178,0.001912,0.028113,0.444057,0.366887,0.336019,0.113,0.159,DENVER,80239,4500 CROWN BOULEVARD
'MERRILL MIDDLE SCHOOL',6,2,1,4,2,2,9,9,9,8,535,0.031776,0.147664,0.173832,0.368224,0.241121,0.003738,0.033645,0.8187,0.226493,0.700401,0.704,0.648,DENVER,80210,1551 SOUTH MONROE STREET
'MONTBELLO HIGH SCHOOL',1,1,1,1,1,1,6,6,6,5,1228,0.004886,0.015472,0.238599,0.685668,0.030945,0.004072,0.020358,0.8567,0.366887,0.336019,0.113,0.159,DENVER,80239,5000 CROWN BOULEVARD
'MONTCLAIR ELEMENTARY SCHOOL',8,6,6,5,6,6,9,12,8,12,487,0.00616,0.014374,0.299795,0.256674,0.361396,0.00616,0.055441,0.597,0.306648,0.660047,0.637,0.601,DENVER,80220,1151 NEWPORT STREET
'MOORE K-8 SCHOOL',9,6,6,5,6,5,9,12,12,7,488,0.022541,0.014344,0.233607,0.372951,0.313525,0,0.043033,0.7706,0.308586,0.735062,0.619,0.534,DENVER,80218,846 CORONA STREET
'MOORE K-8 SCHOOL',6,4,5,3,4,5,6,7,6,7,488,0.022541,0.014344,0.233607,0.372951,0.313525,0,0.043033,0.7706,0.308586,0.735062,0.619,0.534,DENVER,80218,846 CORONA STREET
'MOREY MIDDLE SCHOOL',9,8,6,9,9,7,9,9,7,12,735,0.001361,0.02449,0.287075,0.27619,0.356463,0.001361,0.053061,0.5306,0.308586,0.735062,0.619,0.534,DENVER,80218,840 EAST 14TH AVENUE
'MUNROE ELEMENTARY SCHOOL',1,3,2,3,3,1,6,6,3,6,611,0.013093,0.016367,0.016367,0.93126,0.01964,0,0.003273,0.9769,0.397311,0.283844,0.087,0.111,DENVER,80219,3440 WEST VIRGINIA AVENUE
'NEWLON ELEMENTARY SCHOOL',10,5,3,5,5,1,12,13,9,13,567,0.007055,0.008818,0,0.954145,0.028219,0,0.001764,0.9589,0.397311,0.283844,0.087,0.111,DENVER,80219,361 VRAIN STREET
'NOEL COMMUNITY ARTS SCHOOL',6,1,1,3,1,6.718607,9,6,12,6,187,0,0.010695,0.31016,0.593583,0.037433,0.010695,0.037433,0.9198,0.366887,0.336019,0.113,0.159,DENVER,80239,5290 KITTERIDGE STREET
'NOEL MIDDLE SCHOOL',3,1,1,1,1,1,5,4,3,6,433,0,0.002309,0.267898,0.692841,0.027714,0.004619,0.004619,0.9584,0.366887,0.336019,0.113,0.159,DENVER,80239,5290 KITTERIDGE STREET
'NORTH HIGH SCHOOL',3,2,3,1,3,3,8,6,6,10,937,0.013874,0.008538,0.037353,0.865528,0.0619,0.001067,0.01174,0.8431,0.412602,0.535813,0.522,0.352,DENVER,80211,2960 NORTH SPEER BOULEVARD
'NORTHEAST ACADEMY CHARTER SCHOOL',1,1,1,1,1,1,4,3,3,6,385,0.002597,0.002597,0.467532,0.446753,0.033766,0.002597,0.044156,0.8753,0.366887,0.336019,0.113,0.159,DENVER,80239,4895 PEORIA STREET
