School_Name,School_Grade,Overall_ACH_Grade,Read_Ach_Grade,Math_Ach_Grade,Write_Ach_Grade,Sci_Ach_Grade,Overall_Weighted_Growth_Grade,Read_Growth_Grade,Math_Growth_Grade,Write_Growth_Grade,Enrol_TOT,PCT_AmInd,PCT_Asian,PCT_Black,PCT_hisp,PCT_White,PCT_PI,PCT_2ormore,PCT_FREE_MEAL,PCT_Single_Family,PCT_More_than_INCOME_60000,EDU_Population35to44years_Bachelorsdegreeorhigher,EDU_Population45to64years_Bachelorsdegreeorhigher
'BEATTIE ELEMENTARY SCHOOL',8,7,7,9,7,7,7,7,9,6,316,0.012658,0.031646,0.018987,0.18038,0.708861,0.003165,0.044304,0.473,0.224761,0.60171,0.512,0.495
'CHEROKEE TRAIL ELEMENTARY SCHOOL',8,9,9,9,9,7,9,7,7,9,622,0.008039,0.030547,0.017685,0.144695,0.747588,0.003215,0.048232,0.116,0.120185,0.822696,0.538,0.516
'EATON MIDDLE SCHOOL',8,8,9,6,9,8,9,9,9,7,404,0.00495,0.002475,0.007426,0.220297,0.752475,0,0.012376,0.332,0.15564,0.513908,0.243,0.223
'LEAWOOD ELEMENTARY SCHOOL',8,8,9,8,8,7,6,6,6,6,475,0,0.044211,0.031579,0.149474,0.732632,0.006316,0.035789,0.201,0.192921,0.732433,0.498,0.491
'MANDALAY MIDDLE SCHOOL',8,7,7,6,8,8,6,6,8,5,408,0.007353,0.098039,0.017157,0.178922,0.647059,0.002451,0.04902,0.299,0.254102,0.718477,0.441,0.355
'NEDERLAND ELEMENTARY SCHOOL',8,9,10,9,9,9,7,6,6,9,291,0.006873,0.024055,0.003436,0.051546,0.862543,0,0.051546,0.215,0.179775,0.771156,0.728,0.646
'PAGOSA SPRINGS ELEMENTARY SCHOOL',8,6.810069,6,8,6,6.785469,6,6,7,6,540,0.022222,0.011111,0.007407,0.314815,0.640741,0,0.003704,0.543,0.258326,0.608,0.256,0.351
'SINGING HILLS ELEMENTARY SCHOOL',8,9,9,9,7,9,6,5,7,6,441,0,0.004535,0.004535,0.090703,0.879819,0.002268,0.018141,0.15,0.120185,0.822696,0.538,0.516
'SOARING EAGLES ELEMENTARY SCHOOL',8,9,7,11,7,7,6,6,7,6,612,0.011438,0.039216,0.165033,0.406863,0.297386,0.004902,0.075163,0.604,0.420069,0.318747,0.161,0.126
'SALIDA MIDDLE SCHOOL',8,9,9,8,9,9,9,9,6,12,333,0,0.009009,0,0.15015,0.813814,0.003003,0.024024,0.465,0.40483,0.432904,0.306,0.372
'ROCKY MOUNTAIN CLASSICAL ACADEMY',8,7,7,6,9,9,6,6,5,9,924,0,0.030303,0.054113,0.154762,0.713203,0.00974,0.037879,0.004,0.364933,0.484363,0.149,0.222
'CLIFTON ELEMENTARY SCHOOL',8,6,6,6,5,6,11,9,13,8,442,0.004525,0.002262,0.004525,0.29638,0.658371,0,0.033937,0.815,0.326326,0.393814,0.231,0.166
'COAL CREEK ELEMENTARY SCHOOL',8,11,11,11,11,9,6,4,6,9,465,0,0.034409,0.004301,0.075269,0.827957,0,0.058065,0.071,0.133119,0.823075,0.816,0.67
'PARK HILL SCHOOL',8,6,6,6,6,6,9,7,9,9,516.678349,0.009281,0.023713,0.03799,0.315076,0.586393,0.001955,0.025591,0.358,0.290805,0.661001,0.637,0.586
'SOUTH ELEMENTARY SCHOOL',8,6,6,9,6,5,8,6,6,10,572,0.005245,0.003497,0.001748,0.75,0.227273,0.001748,0.01049,0.661,0.182254,0.61924,0.19,0.174
'FLAGLER MIDDLE SCHOOL',8,6,6,5,6,9,10,11,6,12,23,0,0,0,0.130435,0.869565,0,0,0.522,0.285714,0.47191,0.126,0.201
'EAST MIDDLE SCHOOL',8,7,7,6,7,8,7,6,10,6,926,0.00432,0.029158,0.163067,0.694384,0.095032,0.00216,0.011879,0.871,0.393575,0.333094,0.114,0.136
'SHERIDAN GREEN ELEMENTARY SCHOOL',8,6,6,7,6,7,8,9,6,6,352,0.002841,0.068182,0.017045,0.252841,0.619318,0,0.039773,0.253,0.218448,0.735466,0.505,0.374
'WILEY JUNIOR-SENIOR HIGH SCHOOL',8,6,6,5,6,6,9,9,7,9,117,0,0.008547,0.017094,0.282051,0.692308,0,0,0.496,0.037313,0.411067,0.311,0.262
'ARROWWOOD ELEMENTARY SCHOOL',8,9,8,9,7,6,7,7,6,6,529,0.009452,0.071834,0.017013,0.151229,0.697543,0.005671,0.047259,0.091,0.1502,0.842288,0.698,0.565
'HOLLY JUNIOR HIGH SCHOOL',8,6,6,6,6,6,9,8,9,10,39,0.051282,0,0,0.512821,0.435897,0,0,0.692,0.28866,0.394089,0.317,0.23
'LUKAS ELEMENTARY SCHOOL',8,9,9,9,8,9,7,9,6,6,457,0.010941,0.02407,0.015317,0.148796,0.768053,0.002188,0.030635,0.173,0.254102,0.718477,0.441,0.355
'PALMER LAKE ELEMENTARY SCHOOL',8,9,8,9,9,9,7,9,6,6,377,0.02122,0.023873,0,0.175066,0.724138,0.002653,0.05305,0.288,0.081818,0.55531,0.371,0.31
'TOLLGATE ELEMENTARY SCHOOL',8,5,5,6,4,6,10,9,11,9,703,0.001422,0.027027,0.251778,0.564723,0.128023,0.007112,0.019915,0.815,0.332865,0.469668,0.219,0.233
'EDISON ELEMENTARY SCHOOL',8,10,9,12,9,9,6,5,8,6,571,0.007005,0.017513,0.014011,0.388792,0.527145,0.005254,0.04028,0.384,0.297563,0.658738,0.522,0.379
'LIMON ELEMENTARY SCHOOL',8,9,7,9,7,8,6,6,8,6,173,0.017341,0.023121,0.028902,0.156069,0.757225,0.00578,0.011561,0.52,0.306897,0.517241,0.13,0.203
'WILEY ELEMENTARY SCHOOL',8,6,6,6,6,7,8,9,9,5,120,0.008333,0,0.008333,0.283333,0.7,0,0,0.561,0.037313,0.411067,0.311,0.262
'FORT LEWIS MESA ELEMENTARY SCHOOL',8,7,7,9,5,6,9,9,8,8,152,0.006579,0.006579,0,0.085526,0.901316,0,0,0.348,0.181159,0.538211,0.416,0.297
'GARFIELD ELEMENTARY SCHOOL',8,8,8,8,9,6,7,8,7,6,258,0,0,0.015504,0.282946,0.678295,0,0.023256,0.554,0.222,0.568413,0.382,0.297
'MOUNT CARBON ELEMENTARY SCHOOL',8,9,10,9,9,7,9,9,8,7,413,0.004843,0.014528,0.004843,0.135593,0.779661,0.004843,0.05569,0.133,0.16567,0.824568,0.56,0.538
'FITZSIMMONS MIDDLE SCHOOL',8,9,10,7,9,9,6,6,6,6,246,0.004065,0,0.012195,0.093496,0.869919,0,0.020325,0.305,0.184932,0.659599,0.288,0.288
'RIDGWAY MIDDLE SCHOOL',8,9,9,7,9,10,9,9,8,7,76,0.013158,0.013158,0.026316,0.105263,0.776316,0.013158,0.052632,0.276,0.117232,0.602703,0.293,0.436
'OLANDER ELEMENTARY SCHOOL',8,7,8,9,7,6,7,9,6,8,401,0,0.017456,0.007481,0.17207,0.793017,0.002494,0.007481,0.323,0.224761,0.60171,0.512,0.495
'PRIMERO ELEMENTARY SCHOOL',8,6,6,6,7,6,9,10,9,5,117,0,0,0,0.410256,0.589744,0,0,0.426,0.237805,0.402174,0,0.226
'WEBBER MIDDLE SCHOOL',8,9,9,7,9,9,7,6,8,6,516.678349,0.009281,0.023713,0.03799,0.315076,0.586393,0.001955,0.025591,0.226,0.224761,0.60171,0.512,0.495
'PEETZ ELEMENTARY SCHOOL',8,9,9,9,9,12,6,7,7,6,100,0,0,0,0.02,0.96,0,0.02,0.547,0.23913,0.467105,0.211,0.18
'EAGLE CREST ELEMENTARY SCHOOL',8,8,9,8,7,6,6,6,5,9,529,0.003781,0.10397,0.020794,0.145558,0.712665,0.003781,0.009452,0.254,0.163212,0.757195,0.647,0.628
'MANZANOLA ELEMENTARY SCHOOL',8,6.810069,6,6,6,6.785469,8,5,7,10,91,0,0,0.010989,0.692308,0.296703,0,0,0.835,0.357934,0.261006,0.208,0.188
'RENAISSANCE EXPEDITION LEARN OUTWARD BOUND SCHOOL',8,9,9,11,9,9,6,6,6,7,413,0.002421,0.038741,0,0.070218,0.840194,0.002421,0.046005,0.044,0.187561,0.741109,0.435,0.426
'SILVERTON ELEMENTARY SCHOOL',8,6,6,6,6,8,6,5,6,9,39,0,0,0,0.282051,0.717949,0,0,0.692,0,0.410596,0.136,0.254
'DEANE ELEMENTARY SCHOOL',8,6,6,6,6,5,9,6,12,6,474,0.014768,0.033755,0.029536,0.683544,0.21308,0.00211,0.023207,0.823,0.384211,0.513789,0.243,0.331
'CROWN POINTE CHARTER ACADEMY',8,9,9,10,7,7,6,5,8,6,371,0.002695,0.03504,0.005391,0.490566,0.433962,0,0.032345,0.447,0.241499,0.654016,0.403,0.364
'COTOPAXI JUNIOR-SENIOR HIGH SCHOOL',8,7,9,6,9,7,8,8,5,12,105,0.019048,0,0,0.047619,0.904762,0,0.028571,0.638,0.537879,0.419162,0.313,0.232
'MANCOS ELEMENTARY SCHOOL',8,6,6,6,6,8,9,9,10,6,162,0.04321,0,0,0.160494,0.777778,0,0.018519,0.685,0.370019,0.503396,0.455,0.469
'CARRIE MARTIN ELEMENTARY SCHOOL',8,8,8,9,7,7,6,7,6,6,304,0,0.003289,0,0.078947,0.891447,0.003289,0.023026,0.286,0.222,0.568413,0.382,0.297
'RED HAWK RIDGE ELEMENTARY SCHOOL',8,7,6,7,6,6,7,6,9,7,771,0.011673,0.103761,0.080415,0.229572,0.518807,0.001297,0.054475,0.364,0.246199,0.706553,0.593,0.63
'VENETUCCI ELEMENTARY SCHOOL',8,6,6,7,6,6,9,5,10,9,413,0.002421,0.014528,0.072639,0.297821,0.489104,0.01937,0.104116,0.508,0.271895,0.571187,0.213,0.203
'EAST ELEMENTARY SCHOOL',8,6,5,7,6,6,7,7,6,9,224,0.022321,0.017857,0.03125,0.535714,0.370536,0,0.022321,0.799,0.245191,0.544105,0.124,0.145
'JEFFERSON ACADEMY CHARTER SCHOOL',8,9,10,9,9,9,6,7,6,6,402,0.002488,0.047264,0.004975,0.077114,0.80597,0,0.062189,0.107,0.254102,0.718477,0.441,0.355
'LITTLETON PREP CHARTER SCHOOL',8,9,9,8,9,9,6,6,7,6,520,0.005769,0.028846,0.017308,0.280769,0.644231,0,0.023077,0.229,0.192921,0.732433,0.498,0.491
'CHEYENNE MOUNTAIN JUNIOR HIGH SCHOOL',8,9,9,7,11,9,6,5,6,6,630,0.006349,0.02381,0.026984,0.106349,0.814286,0.004762,0.01746,0.113,0.573593,0.333855,0.304,0.308
'BAYFIELD MIDDLE SCHOOL',8,6,7,6,7,9,8,8,6,9,323,0.040248,0,0,0.154799,0.770898,0,0.034056,0.279,0.22416,0.573333,0.228,0.346
'EAGLETON ELEMENTARY SCHOOL',8,3,2,3,4,2,11,10,7,13,394,0.005076,0,0.01269,0.916244,0.063452,0,0.002538,0.964,0.486568,0.239406,0.253,0.177
'GUNNISON ELEMENTARY SCHOOL',8,6,6,6,6,6,6,5,6,7,482,0,0,0.004149,0.157676,0.83195,0,0.006224,0.332,0.234401,0.561061,0.322,0.413
'ODYSSEY ELEMENTARY SCHOOL',8,7,6,7,7,8,7,9,6,6,544,0.007353,0.044118,0.119485,0.216912,0.573529,0,0.038603,0.397,0.200176,0.690626,0.4,0.371
'BELLE CREEK CHARTER SCHOOL',8,6,6,6,7,8,9,9,9,6,668,0.007485,0.013473,0.023952,0.408683,0.522455,0.002994,0.020958,0.347,0.228351,0.654481,0.309,0.147
'CARBONDALE MIDDLE SCHOOL',8,3,5,1,5,5,10,12,9,9,318,0.015723,0,0,0.704403,0.273585,0,0.006289,0.613,0.19667,0.607781,0.45,0.44
'WOODROW WILSON CHARTER ACADEMY',8,7,7,7,6,6,6,6,9,6,609,0.014778,0.009852,0.004926,0.126437,0.819376,0,0.024631,0.136,0.254102,0.718477,0.441,0.355
'WHITTIER K-8 SCHOOL',8,3,3,3,3,1,12,9,12,9,301,0.009967,0.003322,0.378738,0.44186,0.106312,0,0.059801,0.956,0.527283,0.373996,0.471,0.262
'BUFFALO TRAIL ELEMENTARY SCHOOL',8,7,7,9,6,7,7,7,7,7,527,0,0.074004,0.108159,0.13093,0.631879,0.001898,0.053131,0.178,0.136512,0.80916,0.6,0.549
'FRONTIER VALLEY ELEMENTARY SCHOOL',8,9,9,9,8,9,6,6,7,6,692,0.00289,0.010116,0.00578,0.083815,0.854046,0.001445,0.041908,0.056,0.150623,0.81402,0.563,0.42
'LEGACY POINT ELEMENTARY SCHOOL',8,7,7,8,7,6,6,6,6,7,504,0.005952,0.029762,0.013889,0.111111,0.815476,0.003968,0.019841,0.117,0.120185,0.822696,0.538,0.516
'SUNSET MIDDLE SCHOOL',8,7,6,6,8,9,9,8,7,10,603,0.006633,0.026534,0.008292,0.315091,0.633499,0.003317,0.006633,0.362,0.342934,0.41851,0.343,0.294
'PEABODY ELEMENTARY SCHOOL',8,9,8,9,8,9,8,7,7,8,416,0.002404,0.033654,0.007212,0.129808,0.788462,0,0.038462,0.221,0.132817,0.752447,0.43,0.591
'DELTA MIDDLE SCHOOL',7,6,6,6,6,5,8,6,7,9,472,0.021186,0.014831,0.012712,0.34322,0.597458,0,0.010593,0.606,0.256871,0.425036,0.144,0.195
'HILL CAMPUS OF ARTS AND SCIENCES',7,6,6,6,6,6,9,8,9,9,826,0.004843,0.025424,0.217918,0.318402,0.394673,0.002421,0.03632,0.557,0.290805,0.661001,0.637,0.586
'FLATIRONS ELEMENTARY SCHOOL',7,12,12,12,10,12,6,5,6,7,283,0,0.031802,0.010601,0.067138,0.809187,0,0.081272,0.24,0.147704,0.718642,0.8,0.714
'FRONTIER ELEMENTARY SCHOOL',7,9,8,9,6,12,6,6,5,9,408,0.009804,0.039216,0.078431,0.134804,0.696078,0.002451,0.039216,0.3,0.171833,0.776514,0.588,0.576
'JOHN WESLEY POWELL MIDDLE SCHOOL',7,9,9,8,11,11,6,6,6,7,860,0.00814,0.02907,0.00814,0.117442,0.804651,0,0.032558,0.107,0.239461,0.753581,0.573,0.57
'MONARCH K-8 SCHOOL',7,9,10,7,10,10,6,6,6,6,792,0.005051,0.093434,0.002525,0.090909,0.761364,0.001263,0.045455,0.101,0.133119,0.823075,0.816,0.67
'CACHE LA POUDRE ELEMENTARY SCHOOL',7,8,8,7,8,7,9,11,6,6,312,0.012821,0.00641,0,0.150641,0.814103,0,0.016026,0.431,0.234973,0.502247,0.38,0.273
'CENTENNIAL ELEMENTARY SCHOOL',7,5,5,6,3,3,9,9,9,9,479,0.004175,0.035491,0,0.386221,0.565762,0,0.008351,0.534,0.40826,0.288116,0.152,0.118
'COTTON CREEK ELEMENTARY SCHOOL',7,7,6,9,6,7,7,6,7,6,660,0.001515,0.028788,0.010606,0.175758,0.763636,0,0.019697,0.221,0.265176,0.360748,0.1,0.16
'COTTONWOOD PLAINS ELEMENTARY SCHOOL',7,9,9,9,8,9,7,7,9,3,426,0,0.00939,0.004695,0.206573,0.732394,0,0.046948,0.362,0.119355,0.687251,0.597,0.525
'HUNTERS GLEN ELEMENTARY SCHOOL',7,9,8,10,9,9,7,7,9,6,676,0.010355,0.02071,0.001479,0.176036,0.778107,0,0.013314,0.176,0.141522,0.793914,0.433,0.285
'HYGIENE ELEMENTARY SCHOOL',7,9,9,9,9,9,8,6,6,11,426,0.002347,0.021127,0.00939,0.107981,0.835681,0,0.023474,0.164,0.163212,0.757195,0.647,0.628
'MARRAMA ELEMENTARY SCHOOL',7,5,5,6,6,3,9,9,6,9,550,0,0.058182,0.252727,0.518182,0.101818,0.005455,0.063636,0.814,0.284428,0.532272,0.282,0.304
'PINE LANE ELEMENTARY',7,9,8,9,9,8,7,7,6,7,982,0.005092,0.03666,0.011202,0.154786,0.736253,0.002037,0.053971,0.203,0.150623,0.81402,0.563,0.42
'RIDGEVIEW ELEMENTARY SCHOOL',7,7,6,9,7,7,6,6,6,7,684,0.00731,0.039474,0.049708,0.214912,0.654971,0.001462,0.032164,0.242,0.245191,0.544105,0.124,0.145
'SABIN WORLD SCHOOL',7,5,5,6,5,5,9,7,9,7,516.678349,0.009281,0.023713,0.03799,0.315076,0.586393,0.001955,0.025591,0.788,0.334572,0.510309,0.248,0.218
'WEST GRAND ELEMENTARY SCHOOL',7,9,9,10,9,8,8,9,9,5,205,0,0,0,0.268293,0.687805,0,0.043902,0.463,0.172767,0.692182,0.226,0.202
'WOODMEN HILLS ELEMENTARY SCHOOL',7,9,9,9,9,9,6,6,6,6,727,0.004127,0.023384,0.030261,0.134801,0.77304,0.004127,0.030261,0.147,0.194022,0.696414,0.352,0.354
'BANNING LEWIS RANCH ACADEMY',7,8,7,9,7,6,6,6,6,5,712,0.016854,0.067416,0.082865,0.132022,0.700843,0,0,0.001,0,0.865116,0.506,0.172
'CARDINAL COMMUNITY ACADEMY CHARTER SCHOOL',7,8,9,6,9,7,7,9,5,9,158,0,0.006329,0,0.088608,0.879747,0,0.025316,0.171,0.251948,0.702395,0.185,0.177
'COMPASS MONTESSORI - WHEAT RIDGE CHARTER SCHOOL',7,6.810069,7,4,6,6.785469,9,12,6,9,273,0,0.018315,0.007326,0.117216,0.787546,0,0.069597,0,0.445581,0.486793,0.361,0.272
'MOUNT VIEW CORE KNOWLEDGE CHARTER SCHOOL',7,7,8,7,7,6,6,6,6,7,237,0,0.012658,0,0.075949,0.881857,0.004219,0.025316,0.278,0.242254,0.387097,0.18,0.222
'WESTGATE CHARTER',7,9,9,9,7,9,3,3,3,5,213,0,0.018779,0.018779,0.089202,0.85446,0,0.018779,0.009,0.218327,0.588498,0.222,0.145
'NORTH MESA ELEMENTARY SCHOOL',7,7,7,9,7,6,6,8,6,5,339,0.00295,0.00295,0.014749,0.377581,0.589971,0,0.011799,0.475,0.228487,0.501679,0.371,0.183
'PRAIRIE RIDGE ELEMENTARY SCHOOL',7,7,6,9,6,6,6,6,6,6,408,0,0.009804,0.007353,0.159314,0.816176,0,0.007353,0.223,0.170269,0.691488,0.429,0.364
'MOODY ELEMENTARY SCHOOL',7,7,8,9,6,6,6,9,6,6,428,0,0.023364,0.037383,0.203271,0.682243,0.002336,0.051402,0.46,0.282369,0.611477,0.442,0.485
'LA VETA ELEMENTARY SCHOOL',7,9,9,9,9,9,6,6,5,6,103,0,0,0,0.300971,0.679612,0,0.019417,0.527,0.344186,0.509054,0.208,0.419
'MOUNTAIN VISTA COMMUNITY SCHOOL',7,6,5,6,6,5,9,6,10,9,639,0.078247,0.00939,0.147105,0.400626,0.359937,0.00313,0.001565,0.66,0.40826,0.288116,0.152,0.118
'FRUITA MIDDLE SCHOOL',7,6.810069,6,6,6,6.785469,7,6,9,6,566,0.008834,0.007067,0,0.111307,0.839223,0,0.033569,0.398,0.180505,0.541626,0.292,0.228
'NORTHEAST ELEMENTARY SCHOOL',7,9,9,10,9,9,7,7,9,6,628,0.006369,0.003185,0.014331,0.570064,0.383758,0,0.022293,0.548,0.182254,0.61924,0.19,0.174
'ACADEMY ENDEAVOUR ELEMENTARY SCHOOL',7,9,9,10,8,9,7,6,8,6,622,0.001608,0.049839,0.043408,0.162379,0.684887,0.006431,0.051447,0.161,0.171833,0.776514,0.588,0.576
'FORCE ELEMENTARY SCHOOL',7,3,3,4,3,3,12,8,12,11,568,0.005282,0.015845,0.019366,0.883803,0.06162,0,0.014085,0.946,0.372684,0.272369,0.099,0.114
'HEATHERWOOD ELEMENTARY SCHOOL',7,10,12,10,10,10,6,6,5,6,391,0.01023,0.053708,0.012788,0.081841,0.797954,0.002558,0.040921,0.1,0.268112,0.691824,0.694,0.661
'LETFORD ELEMENTARY SCHOOL',7,8,7,8,9,7,7,6,6,9,404,0.002475,0.009901,0.002475,0.319307,0.660891,0,0.00495,0.353,0.130475,0.658744,0.296,0.268
'MADISON ELEMENTARY SCHOOL',7,9,9,9,9,8,6,6,6,6,380,0.002632,0.013158,0.086842,0.302632,0.497368,0.002632,0.094737,0.542,0.423597,0.375515,0.172,0.243
'CARBON VALLEY ACADEMY',7,6,6,3,6,6,9,7,7,9,456,0.002193,0.008772,0.006579,0.083333,0.89693,0,0.002193,0.138,0.148725,0.687575,0.321,0.261
'KIPP SUNSHINE PEAK ACADEMY',7,4,2,6,5,5,10,8,12,10,369,0.00813,0.01084,0.00271,0.9729,0,0,0.00542,0.959,0.39783,0.292078,0.265,0.182
'FIRESIDE ELEMENTARY SCHOOL',7,8,9,9,7,6,7,6,6,8,455,0.006593,0.098901,0.002198,0.149451,0.698901,0.004396,0.03956,0.158,0.133119,0.823075,0.816,0.67
'GUNNISON MIDDLE SCHOOL',7,6,6,6,6,7,7,6,9,7,248,0,0,0.004032,0.205645,0.778226,0,0.012097,0.298,0.234401,0.561061,0.322,0.413
'MCAULIFFE ELEMENTARY SCHOOL',7,10,9,12,10,9,6,5,7,7,594,0,0.02862,0.005051,0.321549,0.612795,0,0.031987,0.29,0.216954,0.578208,0.331,0.331
'MONTEREY ELEMENTARY SCHOOL',7,6,5,6,5,6,9,6,10,9,466,0,0.030043,0.126609,0.538627,0.263948,0.002146,0.038627,0.91,0.40826,0.288116,0.152,0.118
'ACADEMY OF CHARTER SCHOOLS',7,9,9,9,8,6,6,6,6,6,1306,0.003063,0.025268,0.006891,0.250383,0.706738,0.001531,0.006126,0.155,0.241499,0.654016,0.403,0.364
'COLORADO SPRINGS CHARTER ACADEMY',7,9,9,9,7,9,5,6,6,5,405,0,0.009877,0.024691,0.185185,0.765432,0.002469,0.012346,0.316,0.423597,0.375515,0.172,0.243
'MURPHY CREEK K-8 SCHOOL',7,6,6,7,6,6,8,6,11,6,600,0.003333,0.051667,0.255,0.258333,0.375,0.001667,0.055,0.362,0.181263,0.643919,0.495,0.346
'COTTONWOOD ELEMENTARY SCHOOL',7,7,8,9,6,6,7,9,7,6,505,0,0.00396,0,0.180198,0.790099,0,0.025743,0.388,0.302976,0.400782,0.234,0.234
'CROWLEY COUNTY ELEMENTARY SCHOOL',7,6,6,8,6,8,7,6,6,9,202,0.118812,0,0.009901,0.10396,0.732673,0,0.034653,0.762,0.2,0.272527,0.059,0.125
'FALCON ELEMENTARY SCHOOL',7,8,8,9,6,10,6,6,6,6,339,0.0059,0.020649,0.056047,0.188791,0.690265,0.0059,0.032448,0.329,0.194022,0.696414,0.352,0.354
'SAMUELS ELEMENTARY SCHOOL',7,5,3,6,5,6,9,9,8,11,643,0.012442,0.073095,0.206843,0.429238,0.244168,0,0.034215,0.76,0.217599,0.66222,0.631,0.57
'TIMBERLINE ELEMENTARY SCHOOL',7,8,6,9,7,9,6,6,7,5,684,0.001462,0.064327,0.065789,0.152047,0.662281,0.004386,0.049708,0.219,0.1872,0.742714,0.444,0.423
'COLUMBIA ELEMENTARY SCHOOL',7,6,6,6,6,6,7,11,6,6,283,0.014134,0.010601,0.067138,0.293286,0.4947,0,0.120141,0.698,0.447523,0.37573,0.351,0.268
'FOX RIDGE MIDDLE SCHOOL',7,9,9,7,9,8,6,6,7,6,812,0.006158,0.065271,0.086207,0.1133,0.674877,0.004926,0.049261,0.116,0.136512,0.80916,0.6,0.549
'SCOTT ELEMENTARY SCHOOL',7,6,6,6,6,6,8,6,10,6,684,0.002924,0.027778,0.054094,0.156433,0.673977,0.002924,0.081871,0.296,0.216954,0.578208,0.331,0.331
'TRAILS WEST ELEMENTARY SCHOOL',7,9,8,9,9,7,6,7,6,6,623,0.004815,0.046549,0.089888,0.117175,0.682183,0.004815,0.054575,0.234,0.1872,0.742714,0.444,0.423
'WEST RIDGE ELEMENTARY',7,8,8,9,7,6,7,6,9,6,824,0.006068,0.089806,0.008495,0.260922,0.587379,0.002427,0.044903,0.156,0.114405,0.836657,0.489,0.339
'ARROWHEAD ELEMENTARY SCHOOL',7,7,6,7,7,6,8,8,6,9,632,0.007911,0.064873,0.131329,0.213608,0.533228,0.006329,0.042722,0.339,0.282067,0.652763,0.311,0.314
'AUDUBON ELEMENTARY SCHOOL',7,6,6,6,6,6,7,9,9,6,300,0.013333,0.01,0.05,0.296667,0.513333,0.006667,0.11,0.627,0.423597,0.375515,0.172,0.243
'CASTLE ROCK ELEMENTARY SCHOOL',7,7,7,7,6,9,7,6,9,9,500,0,0.012,0.014,0.142,0.806,0.008,0.018,0.168,0.187561,0.741109,0.435,0.426
'DE BEQUE ELEMENTARY SCHOOL',7,8,8,9,7,7,7,8,6,6,92,0,0,0.01087,0.086957,0.891304,0,0.01087,0.397,0.322751,0.617021,0.119,0.05
'CEDAREDGE ELEMENTARY SCHOOL',7,8,7,9,8,9,6,8,6,6,394,0.007614,0.005076,0.005076,0.096447,0.862944,0.007614,0.015228,0.508,0.318004,0.352182,0.318,0.243
'PIONEER ELEMENTARY SCHOOL',7,6,6,7,6,8,9,7,7,9,571,0.003503,0.022767,0.014011,0.126095,0.795096,0,0.038529,0.137,0.301288,0.369388,0.196,0.172
'SOUTH ROUTT ELEMENTARY SCHOOL',7,6,6,7,5,6,6,10,5,5,190,0.005263,0.010526,0.005263,0.105263,0.873684,0,0,0.468,0.017964,0.774648,0,0.139
'STRASBURG ELEMENTARY SCHOOL',7,6,6,8,6,8,6,9,6,6,454,0.015419,0.011013,0.004405,0.110132,0.859031,0,0,0.237,0.127056,0.696085,0.183,0.154
'ASPEN CREEK K-8 SCHOOL',7,9,9,10,9,10,6,5,6,6,916,0.003275,0.04476,0.014192,0.094978,0.800218,0,0.042576,0.088,0.218448,0.735466,0.505,0.374
'EDISON JUNIOR-SENIOR HIGH SCHOOL',7,9,11,7,9,11,6,7,6,7,54,0,0,0.018519,0.037037,0.944444,0,0,0.463,0.123832,0.455782,0.193,0.092
'NEDERLAND MIDDLE-SENIOR HIGH SCHOOL',7,7,7,6,8,9,9,9,10,6,355,0.011268,0.008451,0,0.076056,0.864789,0.002817,0.03662,0.192,0.179775,0.771156,0.728,0.646
'MESA ELEMENTARY SCHOOL',7,3,3,5,2,3,12,12,12,7,432,0.002315,0.081019,0.032407,0.636574,0.236111,0.00463,0.006944,0.782,0.30535,0.532962,0.246,0.208
'CRESTHILL MIDDLE SCHOOL',7,9,9,8,9,9,6,5,8,6,903,0.009967,0.06423,0.016611,0.121816,0.741971,0.001107,0.044297,0.104,0.1502,0.842288,0.698,0.565
'ESCALANTE MIDDLE SCHOOL',7,6,7,6,7,9,7,7,7,6,529,0.05104,0.007561,0.003781,0.189036,0.73724,0,0.011342,0.344,0.206688,0.604119,0.489,0.54
'ALPINE ELEMENTARY SCHOOL',7,9,8,9,9,8,6,9,6,7,532,0.009398,0.052632,0.016917,0.193609,0.710526,0,0.016917,0.218,0.342934,0.41851,0.343,0.294
'RYAN ELEMENTARY SCHOOL',7,6,6,7,6,7,6,6,6,9,429,0.009324,0.051282,0.013986,0.214452,0.699301,0,0.011655,0.321,0.304228,0.648784,0.598,0.494
'SALIDA MIDDLE SCHOOL',7,6,7,6,7,7,8,7,6,9,333,0,0.009009,0,0.15015,0.813814,0.003003,0.024024,0.465,0.40483,0.432904,0.306,0.372
'ARICKAREE ELEMENTARY SCHOOL',7,11,12,11,10,9,5,6,4,6,71,0,0.014085,0,0.267606,0.71831,0,0,0.431,0,0.366667,0.643,0.212
'BOLTZ MIDDLE SCHOOL',7,7,6,7,8,6,6,6,8,6,516.678349,0.009281,0.023713,0.03799,0.315076,0.586393,0.001955,0.025591,0.291,0.119355,0.687251,0.597,0.525
'ROCK RIDGE ELEMENTARY SCHOOL',7,7,6,8,6,6,6,6,6,6,702,0.001425,0.011396,0.009972,0.126781,0.824786,0.001425,0.024217,0.123,0.187561,0.741109,0.435,0.426
'WOODMEN-ROBERTS ELEMENTARY SCHOOL',7,10,10,10,10,10,6,7,6,7,353,0.005666,0.03966,0.014164,0.096317,0.813031,0,0.031161,0.079,0.180395,0.790978,0.61,0.664
